OBJECTID,Common_Name,Scientific_Name,FID,Presence_Type,Data_Source_Name,Data_Source_Path,Notes,Observation_Date,Collections,HUC_12
1322,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Observed,"Moyle, Katz and Santos",direct addition,"This is from CalFish - the import failed, but the data is likely correct. It is their synthesis rangemap of Coho",2/23/2012 14:28:37,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020407
1323,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Observed,"Moyle, Katz and Santos",direct addition,Retry with the CalFish data using intesect with stream reaches. Intersect method.,2/23/2012 14:39:58,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020407
1324,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\cospoly,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020407
1325,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,"Moyle, Katz and Santos",direct addition,Copying Observed into EO to make consistent range,2/28/2012 12:48:24,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020407
1326,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Observed,"Moyle, Katz and Santos",direct addition,"This is from CalFish - the import failed, but the data is likely correct. It is their synthesis rangemap of Coho",2/23/2012 14:28:37,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020408
1327,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Observed,"Moyle, Katz and Santos",direct addition,Retry with the CalFish data using intesect with stream reaches. Intersect method.,2/23/2012 14:39:58,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020408
1328,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\cospoly,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020408
1329,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,"Moyle, Katz and Santos",direct addition,Copying Observed into EO to make consistent range,2/28/2012 12:48:24,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020408
1330,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Observed,"Moyle, Katz and Santos",direct addition,"This is from CalFish - the import failed, but the data is likely correct. It is their synthesis rangemap of Coho",2/23/2012 14:28:37,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020501
1331,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Observed,"Moyle, Katz and Santos",direct addition,Retry with the CalFish data using intesect with stream reaches. Intersect method.,2/23/2012 14:39:58,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020501
1332,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\cospoly,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020501
1333,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,"Moyle, Katz and Santos",direct addition,Copying Observed into EO to make consistent range,2/28/2012 12:48:24,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020501
1334,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Observed,"Moyle, Katz and Santos",direct addition,"This is from CalFish - the import failed, but the data is likely correct. It is their synthesis rangemap of Coho",2/23/2012 14:28:37,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020502
1335,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Observed,"Moyle, Katz and Santos",direct addition,Retry with the CalFish data using intesect with stream reaches. Intersect method.,2/23/2012 14:39:58,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020502
1336,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\cospoly,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020502
1337,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,"Moyle, Katz and Santos",direct addition,Copying Observed into EO to make consistent range,2/28/2012 12:48:24,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020502
1338,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Observed,"Moyle, Katz and Santos",direct addition,"This is from CalFish - the import failed, but the data is likely correct. It is their synthesis rangemap of Coho",2/23/2012 14:28:37,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020503
1339,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Observed,"Moyle, Katz and Santos",direct addition,"This is from CalFish - the import failed, but the data is likely correct. It is their synthesis rangemap of Coho",2/23/2012 14:28:37,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020503
1340,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Observed,"Moyle, Katz and Santos",direct addition,Retry with the CalFish data using intesect with stream reaches. Intersect method.,2/23/2012 14:39:58,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020503
1341,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Observed,"Moyle, Katz and Santos",direct addition,Retry with the CalFish data using intesect with stream reaches. Intersect method.,2/23/2012 14:39:58,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020503
1342,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Observed,"Moyle, Katz and Santos",direct addition,Retry with the CalFish data using intesect with stream reaches. Intersect method.,2/23/2012 14:39:58,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020503
1343,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\cospoly,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020503
1344,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\cospoly,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020503
1345,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\cospoly,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020503
1346,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,"Moyle, Katz and Santos",direct addition,Copying Observed into EO to make consistent range,2/28/2012 12:48:24,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020503
1347,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,"Moyle, Katz and Santos",direct addition,Copying Observed into EO to make consistent range,2/28/2012 12:48:24,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020503
1348,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,"Moyle, Katz and Santos",direct addition,Copying Observed into EO to make consistent range,2/28/2012 12:48:24,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020503
1349,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Observed,"Moyle, Katz and Santos",direct addition,"This is from CalFish - the import failed, but the data is likely correct. It is their synthesis rangemap of Coho",2/23/2012 14:28:37,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020601
1350,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Observed,"Moyle, Katz and Santos",direct addition,Retry with the CalFish data using intesect with stream reaches. Intersect method.,2/23/2012 14:39:58,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020601
1351,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\cospoly,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020601
1352,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,"Moyle, Katz and Santos",direct addition,Copying Observed into EO to make consistent range,2/28/2012 12:48:24,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020601
1353,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Observed,"Moyle, Katz and Santos",direct addition,"This is from CalFish - the import failed, but the data is likely correct. It is their synthesis rangemap of Coho",2/23/2012 14:28:37,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020602
1354,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Observed,"Moyle, Katz and Santos",direct addition,Retry with the CalFish data using intesect with stream reaches. Intersect method.,2/23/2012 14:39:58,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020602
1355,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\cospoly,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020602
1356,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,"Moyle, Katz and Santos",direct addition,Copying Observed into EO to make consistent range,2/28/2012 12:48:24,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020602
1357,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Observed,"Moyle, Katz and Santos",direct addition,"This is from CalFish - the import failed, but the data is likely correct. It is their synthesis rangemap of Coho",2/23/2012 14:28:37,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020603
1358,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Observed,"Moyle, Katz and Santos",direct addition,Retry with the CalFish data using intesect with stream reaches. Intersect method.,2/23/2012 14:39:58,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020603
1359,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\cospoly,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020603
1360,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,"Moyle, Katz and Santos",direct addition,Copying Observed into EO to make consistent range,2/28/2012 12:48:24,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020603
1361,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Observed,"Moyle, Katz and Santos",direct addition,"This is from CalFish - the import failed, but the data is likely correct. It is their synthesis rangemap of Coho",2/23/2012 14:28:37,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020604
1362,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Observed,"Moyle, Katz and Santos",direct addition,Retry with the CalFish data using intesect with stream reaches. Intersect method.,2/23/2012 14:39:58,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020604
1363,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\cospoly,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020604
1364,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,"Moyle, Katz and Santos",direct addition,Copying Observed into EO to make consistent range,2/28/2012 12:48:24,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020604
1365,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Observed,"Moyle, Katz and Santos",direct addition,"This is from CalFish - the import failed, but the data is likely correct. It is their synthesis rangemap of Coho",2/23/2012 14:28:37,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, HUC 12 Update - Oct 2013, QC Update 2017",180101020605
1366,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Observed,"Moyle, Katz and Santos",direct addition,Retry with the CalFish data using intesect with stream reaches. Intersect method.,2/23/2012 14:39:58,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, HUC 12 Update - Oct 2013, QC Update 2017",180101020605
